User_id,category,Amount,Age,Day_of_week,Month,Day_of_month,year
30,Rent,13770,37,5,5,18,2024
30,Travel,6333,25,6,5,19,2024
30,Healthcare,3429,59,0,5,20,2024
30,Groceries,744,45,1,5,21,2024
30,Travel,7973,30,2,5,22,2024
30,Travel,3083,21,3,5,23,2024
30,Education,9893,21,4,5,24,2024
30,Shopping,3845,28,5,5,25,2024
30,Education,8012,21,6,5,26,2024
30,Education,7175,26,0,5,27,2024
30,Entertainment,1239,27,1,5,28,2024
30,Utilities,1009,27,2,5,29,2024
30,Entertainment,1035,26,3,5,30,2024
30,Dining,1697,19,4,5,31,2024
30,Subscriptions,281,40,5,6,1,2024
30,Shopping,3974,32,6,6,2,2024
30,Subscriptions,390,24,0,6,3,2024
30,Hobbies,1828,37,1,6,4,2024
30,Dining,1149,32,2,6,5,2024
30,Shopping,2768,35,3,6,6,2024
30,Public Transport,853,35,4,6,7,2024
30,Shopping,771,23,5,6,8,2024
30,Public Transport,871,37,6,6,9,2024
30,Utilities,2356,30,0,6,10,2024
30,Entertainment,1460,28,1,6,11,2024
30,Public Transport,811,38,2,6,12,2024
30,Travel,4588,25,3,6,13,2024
30,Hobbies,2290,19,4,6,14,2024
30,Shopping,1810,24,5,6,15,2024
30,Shopping,1558,33,6,6,16,2024
30,Hobbies,1045,40,0,6,17,2024
30,Travel,9104,25,1,6,18,2024
30,Public Transport,293,33,2,6,19,2024
30,Entertainment,966,24,3,6,20,2024
30,Subscriptions,1099,40,4,6,21,2024
30,Groceries,1466,19,5,6,22,2024
30,Travel,2227,24,6,6,23,2024
30,Shopping,3880,18,0,6,24,2024
30,Healthcare,2024,22,1,6,25,2024
30,Rent,18893,35,2,6,26,2024
30,Hobbies,2363,18,3,6,27,2024
30,Shopping,2932,21,4,6,28,2024
30,Travel,9668,20,5,6,29,2024
30,Hobbies,547,31,6,6,30,2024
30,Subscriptions,1248,19,0,7,1,2024
30,Education,7888,25,1,7,2,2024
30,Entertainment,2385,22,2,7,3,2024
30,Healthcare,3113,55,3,7,4,2024
30,Subscriptions,761,27,4,7,5,2024
30,Entertainment,417,30,5,7,6,2024
30,Dining,1317,20,6,7,7,2024
30,Public Transport,457,23,0,7,8,2024
30,Education,5106,22,1,7,9,2024
30,Shopping,994,22,2,7,10,2024
30,Dining,1007,32,3,7,11,2024
30,Utilities,1565,23,4,7,12,2024
30,Education,7658,24,5,7,13,2024
30,Travel,2324,26,6,7,14,2024
30,Education,3582,22,0,7,15,2024
30,Healthcare,1759,37,1,7,16,2024
30,Utilities,1247,35,2,7,17,2024
30,Entertainment,301,24,3,7,18,2024
30,Travel,2671,31,4,7,19,2024
30,Education,6964,35,5,7,20,2024
30,Shopping,1197,26,6,7,21,2024
30,Public Transport,873,40,0,7,22,2024
30,Entertainment,427,19,1,7,23,2024
30,Dining,1227,30,2,7,24,2024
30,Travel,5793,31,3,7,25,2024
30,Education,6012,24,4,7,26,2024
30,Travel,5234,28,5,7,27,2024
30,Hobbies,1943,28,6,7,28,2024
30,Dining,1475,28,0,7,29,2024
30,Subscriptions,1084,37,1,7,30,2024
30,Healthcare,1583,54,2,7,31,2024
30,Utilities,2352,28,3,8,1,2024
30,Subscriptions,112,23,4,8,2,2024
30,Luxury Items,11508,45,5,8,3,2024
30,Shopping,4967,24,6,8,4,2024
30,Entertainment,406,20,0,8,5,2024
30,Subscriptions,167,32,1,8,6,2024
30,Dining,342,25,2,8,7,2024
30,Healthcare,3659,23,3,8,8,2024
30,Shopping,4307,29,4,8,9,2024
30,Shopping,1604,21,5,8,10,2024
30,Utilities,660,31,6,8,11,2024
30,Shopping,4165,26,0,8,12,2024
30,Education,6635,22,1,8,13,2024
30,Groceries,1241,19,2,8,14,2024
30,Rent,15990,22,3,8,15,2024
30,Shopping,2162,20,4,8,16,2024
30,Entertainment,2437,29,5,8,17,2024
30,Groceries,1297,29,6,8,18,2024
30,Travel,9508,31,0,8,19,2024
30,Utilities,857,40,1,8,20,2024
30,Groceries,1176,45,2,8,21,2024
30,Public Transport,859,43,3,8,22,2024
30,Groceries,310,24,4,8,23,2024
30,Rent,19927,29,5,8,24,2024
30,Dining,1756,32,6,8,25,2024
30,Entertainment,2290,24,0,8,26,2024
30,Healthcare,1321,31,1,8,27,2024
30,Public Transport,379,41,2,8,28,2024
30,Dining,1354,23,3,8,29,2024
30,Hobbies,485,30,4,8,30,2024
30,Dining,249,32,5,8,31,2024
30,Healthcare,1439,50,6,9,1,2024
30,Rent,12173,31,0,9,2,2024
30,Subscriptions,190,32,1,9,3,2024
30,Hobbies,2571,36,2,9,4,2024
30,Hobbies,1503,26,3,9,5,2024
30,Travel,9020,39,4,9,6,2024
30,Public Transport,548,32,5,9,7,2024
30,Groceries,1320,18,6,9,8,2024
30,Rent,10014,40,0,9,9,2024
30,Shopping,2389,20,1,9,10,2024
30,Subscriptions,1310,40,2,9,11,2024
30,Shopping,1150,22,3,9,12,2024
30,Dining,1928,18,4,9,13,2024
30,Luxury Items,5813,41,5,9,14,2024
30,Education,4194,19,6,9,15,2024
30,Public Transport,527,37,0,9,16,2024
30,Utilities,1253,40,1,9,17,2024
30,Rent,9956,38,2,9,18,2024
30,Dining,1766,21,3,9,19,2024
30,Hobbies,2094,37,4,9,20,2024
30,Luxury Items,11988,36,5,9,21,2024
30,Travel,2110,36,6,9,22,2024
30,Groceries,314,31,0,9,23,2024
30,Public Transport,908,36,1,9,24,2024
30,Dining,1799,18,2,9,25,2024
30,Healthcare,1702,27,3,9,26,2024
30,Shopping,826,26,4,9,27,2024
30,Groceries,1292,41,5,9,28,2024
30,Subscriptions,435,24,6,9,29,2024
30,Entertainment,2396,24,0,9,30,2024
30,Entertainment,663,30,1,10,1,2024
30,Public Transport,836,25,2,10,2,2024
30,Subscriptions,584,26,3,10,3,2024
30,Groceries,1392,44,4,10,4,2024
30,Dining,899,26,5,10,5,2024
30,Public Transport,583,32,6,10,6,2024
30,Utilities,2598,38,0,10,7,2024
30,Dining,498,26,1,10,8,2024
30,Groceries,257,47,2,10,9,2024
30,Rent,13564,39,3,10,10,2024
30,Entertainment,1642,24,4,10,11,2024
30,Utilities,2045,34,5,10,12,2024
30,Entertainment,674,28,6,10,13,2024
30,Utilities,1053,38,0,10,14,2024
30,Education,2905,22,1,10,15,2024
30,Luxury Items,6435,27,2,10,16,2024
30,Luxury Items,19353,33,3,10,17,2024
30,Luxury Items,17407,29,4,10,18,2024
30,Entertainment,1734,30,5,10,19,2024
30,Public Transport,313,28,6,10,20,2024
30,Healthcare,3751,28,0,10,21,2024
30,Healthcare,3693,46,1,10,22,2024
30,Travel,4241,34,2,10,23,2024
30,Dining,1573,19,3,10,24,2024
30,Dining,1243,28,4,10,25,2024
30,Utilities,1414,25,5,10,26,2024
30,Utilities,345,30,6,10,27,2024
30,Dining,1713,35,0,10,28,2024
30,Education,8937,18,1,10,29,2024
30,Luxury Items,24991,36,2,10,30,2024
30,Travel,7300,32,3,10,31,2024
30,Travel,2331,22,4,11,1,2024
30,Subscriptions,107,35,5,11,2,2024
30,Shopping,1784,22,6,11,3,2024
30,Dining,1031,26,0,11,4,2024
30,Entertainment,1962,23,1,11,5,2024
30,Education,5120,33,2,11,6,2024
30,Travel,2853,39,3,11,7,2024
30,Dining,797,30,4,11,8,2024
30,Travel,2356,25,5,11,9,2024
30,Public Transport,319,43,6,11,10,2024
30,Public Transport,485,31,0,11,11,2024
30,Healthcare,1594,37,1,11,12,2024
30,Rent,9702,40,2,11,13,2024
30,Groceries,1019,46,3,11,14,2024
30,Subscriptions,384,26,4,11,15,2024
30,Healthcare,1343,22,5,11,16,2024
30,Healthcare,2260,20,6,11,17,2024
30,Entertainment,1716,28,0,11,18,2024
30,Utilities,1171,34,1,11,19,2024
30,Luxury Items,6087,29,2,11,20,2024
30,Dining,1343,28,3,11,21,2024
30,Education,6166,26,4,11,22,2024
30,Shopping,1945,20,5,11,23,2024
30,Utilities,2751,49,6,11,24,2024
30,Groceries,709,42,0,11,25,2024
30,Healthcare,856,27,1,11,26,2024
30,Entertainment,960,25,2,11,27,2024
30,Luxury Items,8880,44,3,11,28,2024
30,Rent,19236,22,4,11,29,2024
30,Rent,18611,31,5,11,30,2024
30,Public Transport,451,31,6,12,1,2024
30,Education,6717,24,0,12,2,2024
30,Healthcare,1695,59,1,12,3,2024
30,Luxury Items,14215,34,2,12,4,2024
30,Shopping,4006,32,3,12,5,2024
30,Hobbies,656,37,4,12,6,2024
30,Shopping,2372,24,5,12,7,2024
30,Public Transport,184,21,6,12,8,2024
30,Groceries,393,43,0,12,9,2024
30,Hobbies,2389,24,1,12,10,2024
30,Subscriptions,288,40,2,12,11,2024
30,Healthcare,2619,20,3,12,12,2024
30,Shopping,3522,20,4,12,13,2024
30,Groceries,1040,36,5,12,14,2024
30,Luxury Items,13400,32,6,12,15,2024
30,Education,7175,35,0,12,16,2024
30,Subscriptions,229,36,1,12,17,2024
30,Travel,3381,22,2,12,18,2024
30,Education,5561,35,3,12,19,2024
30,Dining,1966,19,4,12,20,2024
30,Hobbies,1375,24,5,12,21,2024
30,Groceries,536,38,6,12,22,2024
30,Rent,14113,32,0,12,23,2024
30,Hobbies,2704,30,1,12,24,2024
30,Utilities,1512,29,2,12,25,2024
31,Hobbies,1781,32,0,1,1,2024
31,Shopping,1004,33,1,1,2,2024
31,Entertainment,1726,20,2,1,3,2024
31,Groceries,547,35,3,1,4,2024
31,Public Transport,947,33,4,1,5,2024
31,Utilities,1148,25,5,1,6,2024
31,Dining,1149,21,6,1,7,2024
31,Shopping,2053,30,0,1,8,2024
31,Entertainment,1303,26,1,1,9,2024
31,Luxury Items,14037,35,2,1,10,2024
31,Luxury Items,15539,35,3,1,11,2024
31,Education,3713,31,4,1,12,2024
31,Luxury Items,5554,25,5,1,13,2024
31,Entertainment,2020,18,6,1,14,2024
31,Entertainment,1055,24,0,1,15,2024
31,Shopping,3170,27,1,1,16,2024
31,Dining,1846,32,2,1,17,2024
31,Groceries,1171,42,3,1,18,2024
31,Entertainment,1744,22,4,1,19,2024
31,Utilities,924,42,5,1,20,2024
31,Rent,19558,37,6,1,21,2024
31,Rent,19736,33,0,1,22,2024
31,Public Transport,673,37,1,1,23,2024
31,Subscriptions,994,24,2,1,24,2024
31,Luxury Items,8022,39,3,1,25,2024
31,Rent,15997,30,4,1,26,2024
31,Public Transport,729,33,5,1,27,2024
31,Luxury Items,21951,37,6,1,28,2024
31,Travel,7944,30,0,1,29,2024
31,Subscriptions,1383,28,1,1,30,2024
31,Healthcare,1168,48,2,1,31,2024
31,Travel,9328,39,3,2,1,2024
31,Public Transport,983,34,4,2,2,2024
31,Public Transport,954,36,5,2,3,2024
31,Groceries,356,45,6,2,4,2024
31,Utilities,2402,35,0,2,5,2024
31,Entertainment,2167,20,1,2,6,2024
31,Luxury Items,22127,34,2,2,7,2024
31,Rent,17302,28,3,2,8,2024
31,Dining,1784,18,4,2,9,2024
31,Rent,18656,38,5,2,10,2024
31,Luxury Items,22831,33,6,2,11,2024
31,Rent,18738,22,0,2,12,2024
31,Hobbies,512,36,1,2,13,2024
31,Education,4706,30,2,2,14,2024
31,Hobbies,1646,30,3,2,15,2024
31,Healthcare,2607,24,4,2,16,2024
31,Luxury Items,20596,44,5,2,17,2024
31,Shopping,1586,20,6,2,18,2024
31,Dining,738,30,0,2,19,2024
31,Entertainment,2261,26,1,2,20,2024
31,Travel,6113,32,2,2,21,2024
31,Travel,2496,25,3,2,22,2024
31,Dining,1591,34,4,2,23,2024
31,Shopping,4028,29,5,2,24,2024
31,Dining,1590,20,6,2,25,2024
31,Subscriptions,531,27,0,2,26,2024
31,Healthcare,3744,46,1,2,27,2024
31,Healthcare,1782,53,2,2,28,2024
31,Shopping,4209,27,3,2,29,2024
31,Entertainment,1613,20,4,3,1,2024
31,Utilities,1582,24,5,3,2,2024
31,Entertainment,2350,18,6,3,3,2024
31,Public Transport,147,23,0,3,4,2024
31,Shopping,2218,30,1,3,5,2024
31,Shopping,4990,25,2,3,6,2024
31,Dining,581,29,3,3,7,2024
31,Entertainment,497,20,4,3,8,2024
31,Hobbies,652,29,5,3,9,2024
31,Utilities,2566,49,6,3,10,2024
31,Public Transport,204,38,0,3,11,2024
31,Entertainment,1509,30,1,3,12,2024
31,Dining,682,34,2,3,13,2024
31,Luxury Items,14740,25,3,3,14,2024
31,Healthcare,1715,53,4,3,15,2024
31,Public Transport,313,38,5,3,16,2024
31,Healthcare,2426,25,6,3,17,2024
31,Luxury Items,16845,25,0,3,18,2024
31,Travel,2563,27,1,3,19,2024
31,Shopping,794,35,2,3,20,2024
31,Public Transport,253,35,3,3,21,2024
31,Utilities,561,38,4,3,22,2024
31,Entertainment,2186,19,5,3,23,2024
31,Travel,8541,26,6,3,24,2024
31,Education,4040,21,0,3,25,2024
31,Subscriptions,1108,24,1,3,26,2024
31,Entertainment,805,26,2,3,27,2024
31,Healthcare,4407,30,3,3,28,2024
31,Luxury Items,6790,36,4,3,29,2024
31,Dining,736,18,5,3,30,2024
31,Education,5777,24,6,3,31,2024
31,Luxury Items,17944,35,0,4,1,2024
31,Public Transport,778,28,1,4,2,2024
31,Healthcare,1830,28,2,4,3,2024
31,Groceries,1157,29,3,4,4,2024
31,Utilities,1031,35,4,4,5,2024
31,Groceries,822,21,5,4,6,2024
31,Groceries,668,50,6,4,7,2024
31,Public Transport,398,33,0,4,8,2024
31,Subscriptions,960,25,1,4,9,2024
31,Groceries,690,39,2,4,10,2024
31,Utilities,568,39,3,4,11,2024
31,Entertainment,1293,20,4,4,12,2024
31,Healthcare,2605,22,5,4,13,2024
31,Shopping,3430,34,6,4,14,2024
31,Education,5890,27,0,4,15,2024
31,Hobbies,1620,22,1,4,16,2024
31,Healthcare,4857,50,2,4,17,2024
31,Shopping,4524,19,3,4,18,2024
31,Entertainment,2264,24,4,4,19,2024
31,Dining,293,27,5,4,20,2024
31,Subscriptions,174,26,6,4,21,2024
31,Education,7740,34,0,4,22,2024
31,Travel,9815,40,1,4,23,2024
31,Luxury Items,19679,41,2,4,24,2024
31,Subscriptions,353,30,3,4,25,2024
31,Rent,14808,31,4,4,26,2024
31,Hobbies,1977,34,5,4,27,2024
31,Healthcare,1010,27,6,4,28,2024
31,Public Transport,911,43,0,4,29,2024
31,Healthcare,3442,48,1,4,30,2024
31,Subscriptions,475,21,2,5,1,2024
31,Luxury Items,19204,43,3,5,2,2024
31,Rent,19623,26,4,5,3,2024
31,Education,6705,20,5,5,4,2024
31,Luxury Items,11965,29,6,5,5,2024
31,Subscriptions,314,36,0,5,6,2024
31,Entertainment,777,19,1,5,7,2024
31,Dining,1828,26,2,5,8,2024
31,Entertainment,599,26,3,5,9,2024
31,Entertainment,2293,27,4,5,10,2024
31,Shopping,3763,29,5,5,11,2024
31,Education,6742,22,6,5,12,2024
31,Groceries,1025,31,0,5,13,2024
31,Travel,8949,27,1,5,14,2024
31,Hobbies,431,25,2,5,15,2024
31,Hobbies,763,20,3,5,16,2024
31,Travel,8499,37,4,5,17,2024
31,Travel,8040,39,5,5,18,2024
31,Subscriptions,882,33,6,5,19,2024
31,Hobbies,1937,29,0,5,20,2024
31,Public Transport,697,28,1,5,21,2024
31,Utilities,1410,47,2,5,22,2024
31,Subscriptions,390,21,3,5,23,2024
31,Dining,514,22,4,5,24,2024
31,Subscriptions,215,36,5,5,25,2024
31,Travel,7477,23,6,5,26,2024
31,Shopping,1607,34,0,5,27,2024
31,Entertainment,2418,20,1,5,28,2024
31,Luxury Items,9538,37,2,5,29,2024
31,Hobbies,630,39,3,5,30,2024
31,Travel,9032,37,4,5,31,2024
31,Shopping,3916,28,5,6,1,2024
31,Utilities,2819,50,6,6,2,2024
31,Travel,7300,35,0,6,3,2024
31,Dining,715,24,1,6,4,2024
31,Healthcare,511,31,2,6,5,2024
31,Entertainment,472,21,3,6,6,2024
31,Entertainment,1757,22,4,6,7,2024
31,Dining,747,34,5,6,8,2024
31,Subscriptions,943,26,6,6,9,2024
31,Entertainment,1631,30,0,6,10,2024
31,Public Transport,157,36,1,6,11,2024
31,Groceries,456,28,2,6,12,2024
31,Entertainment,759,19,3,6,13,2024
31,Public Transport,466,20,4,6,14,2024
31,Entertainment,463,30,5,6,15,2024
31,Luxury Items,6799,40,6,6,16,2024
31,Subscriptions,591,39,0,6,17,2024
31,Dining,255,26,1,6,18,2024
31,Subscriptions,134,27,2,6,19,2024
31,Rent,11997,26,3,6,20,2024
31,Travel,2688,28,4,6,21,2024
31,Education,6967,19,5,6,22,2024
31,Entertainment,423,23,6,6,23,2024
31,Shopping,3760,31,0,6,24,2024
31,Hobbies,327,25,1,6,25,2024
31,Groceries,1252,34,2,6,26,2024
31,Education,7459,32,3,6,27,2024
31,Utilities,2507,43,4,6,28,2024
31,Education,3315,22,5,6,29,2024
31,Hobbies,2039,29,6,6,30,2024
31,Shopping,4091,33,0,7,1,2024
31,Public Transport,247,43,1,7,2,2024
31,Healthcare,768,50,2,7,3,2024
31,Entertainment,1778,24,3,7,4,2024
31,Travel,9506,40,4,7,5,2024
31,Hobbies,802,31,5,7,6,2024
31,Luxury Items,10320,38,6,7,7,2024
31,Entertainment,1088,28,0,7,8,2024
31,Rent,11145,28,1,7,9,2024
31,Shopping,2492,32,2,7,10,2024
31,Subscriptions,1359,33,3,7,11,2024
31,Healthcare,2088,41,4,7,12,2024
31,Shopping,1240,30,5,7,13,2024
31,Shopping,1560,27,6,7,14,2024
31,Rent,9427,28,0,7,15,2024
31,Shopping,2925,23,1,7,16,2024
31,Subscriptions,467,29,2,7,17,2024
31,Subscriptions,1260,40,3,7,18,2024
31,Rent,15554,26,4,7,19,2024
31,Healthcare,1343,42,5,7,20,2024
31,Healthcare,4858,50,6,7,21,2024
31,Rent,11575,38,0,7,22,2024
31,Shopping,4777,31,1,7,23,2024
31,Dining,1211,22,2,7,24,2024
31,Education,8551,21,3,7,25,2024
31,Healthcare,4570,51,4,7,26,2024
31,Dining,1567,23,5,7,27,2024
31,Luxury Items,20859,33,6,7,28,2024
31,Entertainment,1334,24,0,7,29,2024
31,Rent,11660,33,1,7,30,2024
31,Groceries,258,22,2,7,31,2024
31,Entertainment,1846,20,3,8,1,2024
31,Shopping,862,33,4,8,2,2024
31,Hobbies,2795,34,5,8,3,2024
31,Groceries,454,28,6,8,4,2024
31,Luxury Items,13608,37,0,8,5,2024
31,Hobbies,1909,29,1,8,6,2024
31,Rent,16687,23,2,8,7,2024
31,Luxury Items,22695,28,3,8,8,2024
31,Groceries,1129,47,4,8,9,2024
31,Luxury Items,20642,29,5,8,10,2024
31,Dining,1225,34,6,8,11,2024
31,Utilities,2447,24,0,8,12,2024
31,Groceries,1036,22,1,8,13,2024
31,Healthcare,4997,21,2,8,14,2024
31,Groceries,269,48,3,8,15,2024
31,Luxury Items,6526,37,4,8,16,2024
31,Hobbies,1078,33,5,8,17,2024
31,Healthcare,2118,27,6,8,18,2024
31,Subscriptions,511,27,0,8,19,2024
31,Dining,833,19,1,8,20,2024
31,Luxury Items,22041,30,2,8,21,2024
31,Luxury Items,14240,42,3,8,22,2024
31,Luxury Items,22248,35,4,8,23,2024
31,Healthcare,1293,51,5,8,24,2024
31,Education,2652,30,6,8,25,2024
31,Groceries,1276,33,0,8,26,2024
31,Healthcare,641,39,1,8,27,2024
31,Subscriptions,177,26,2,8,28,2024
31,Entertainment,1215,27,3,8,29,2024
31,Hobbies,567,33,4,8,30,2024
31,Healthcare,2213,19,5,8,31,2024
31,Public Transport,112,29,6,9,1,2024
31,Education,8042,26,0,9,2,2024
31,Healthcare,3525,24,1,9,3,2024
31,Rent,8116,29,2,9,4,2024
31,Dining,989,20,3,9,5,2024
31,Entertainment,1953,20,4,9,6,2024
31,Healthcare,1539,42,5,9,7,2024
31,Subscriptions,1494,28,6,9,8,2024
31,Healthcare,1621,55,0,9,9,2024
31,Education,8606,23,1,9,10,2024
31,Education,2087,27,2,9,11,2024
31,Utilities,2611,37,3,9,12,2024
31,Hobbies,2667,20,4,9,13,2024
31,Groceries,759,48,5,9,14,2024
31,Education,5349,31,6,9,15,2024
31,Dining,1965,34,0,9,16,2024
31,Subscriptions,1142,35,1,9,17,2024
31,Subscriptions,543,20,2,9,18,2024
31,Public Transport,744,43,3,9,19,2024
31,Public Transport,172,18,4,9,20,2024
31,Travel,6709,26,5,9,21,2024
31,Shopping,4363,32,6,9,22,2024
31,Shopping,4093,19,0,9,23,2024
31,Utilities,2480,47,1,9,24,2024
31,Travel,5342,40,2,9,25,2024
31,Utilities,2879,49,3,9,26,2024
31,Entertainment,536,22,4,9,27,2024
31,Healthcare,2734,34,5,9,28,2024
31,Public Transport,566,21,6,9,29,2024
31,Utilities,2678,36,0,9,30,2024
31,Entertainment,1908,30,1,10,1,2024
31,Public Transport,219,20,2,10,2,2024
31,Rent,16010,32,3,10,3,2024
31,Public Transport,580,27,4,10,4,2024
31,Travel,3122,23,5,10,5,2024
31,Travel,6140,40,6,10,6,2024
31,Entertainment,1121,29,0,10,7,2024
31,Entertainment,1782,25,1,10,8,2024
31,Shopping,2152,27,2,10,9,2024
31,Hobbies,1588,32,3,10,10,2024
31,Entertainment,2088,26,4,10,11,2024
31,Education,5831,25,5,10,12,2024
31,Entertainment,402,27,6,10,13,2024
31,Hobbies,1592,30,0,10,14,2024
31,Shopping,1345,18,1,10,15,2024
31,Utilities,1780,33,2,10,16,2024
31,Public Transport,223,28,3,10,17,2024
31,Subscriptions,1231,26,4,10,18,2024
31,Healthcare,1412,27,5,10,19,2024
31,Luxury Items,17946,26,6,10,20,2024
31,Utilities,1557,39,0,10,21,2024
31,Travel,3199,26,1,10,22,2024
31,Travel,7868,30,2,10,23,2024
31,Dining,941,26,3,10,24,2024
31,Groceries,1208,33,4,10,25,2024
31,Education,5246,19,5,10,26,2024
31,Hobbies,2058,35,6,10,27,2024
31,Dining,1921,34,0,10,28,2024
31,Subscriptions,579,26,1,10,29,2024
31,Groceries,792,20,2,10,30,2024
31,Entertainment,1513,25,3,10,31,2024
31,Public Transport,932,24,4,11,1,2024
31,Entertainment,1773,27,5,11,2,2024
31,Healthcare,1487,22,6,11,3,2024
31,Groceries,953,26,0,11,4,2024
31,Utilities,1709,32,1,11,5,2024
31,Utilities,1744,26,2,11,6,2024
31,Utilities,2949,28,3,11,7,2024
31,Shopping,763,21,4,11,8,2024
31,Luxury Items,14277,32,5,11,9,2024
31,Shopping,2294,31,6,11,10,2024
31,Public Transport,729,45,0,11,11,2024
31,Shopping,1344,23,1,11,12,2024
31,Travel,5050,39,2,11,13,2024
31,Dining,1364,21,3,11,14,2024
31,Travel,4528,27,4,11,15,2024
31,Luxury Items,23665,39,5,11,16,2024
31,Entertainment,1961,25,6,11,17,2024
31,Shopping,1464,27,0,11,18,2024
31,Public Transport,489,23,1,11,19,2024
31,Utilities,2009,29,2,11,20,2024
31,Groceries,811,21,3,11,21,2024
31,Public Transport,751,18,4,11,22,2024
31,Shopping,3534,19,5,11,23,2024
31,Public Transport,434,18,6,11,24,2024
31,Travel,8428,37,0,11,25,2024
31,Subscriptions,1180,26,1,11,26,2024
31,Healthcare,969,44,2,11,27,2024
31,Public Transport,788,40,3,11,28,2024
31,Public Transport,454,21,4,11,29,2024
31,Entertainment,1871,30,5,11,30,2024
31,Public Transport,924,31,6,12,1,2024
31,Utilities,2694,30,0,12,2,2024
31,Hobbies,546,23,1,12,3,2024
31,Utilities,2748,27,2,12,4,2024
31,Education,4560,30,3,12,5,2024
31,Utilities,1523,25,4,12,6,2024
31,Subscriptions,964,22,5,12,7,2024
31,Dining,1763,29,6,12,8,2024
31,Public Transport,782,31,0,12,9,2024
31,Entertainment,1249,20,1,12,10,2024
31,Public Transport,845,23,2,12,11,2024
31,Entertainment,1768,19,3,12,12,2024
31,Travel,2177,23,4,12,13,2024
31,Rent,12092,37,5,12,14,2024
31,Luxury Items,8159,41,6,12,15,2024
31,Shopping,4649,35,0,12,16,2024
31,Education,1963,22,1,12,17,2024
31,Shopping,1466,32,2,12,18,2024
31,Dining,1400,29,3,12,19,2024
31,Education,2011,19,4,12,20,2024
31,Public Transport,612,36,5,12,21,2024
31,Dining,1644,22,6,12,22,2024
31,Groceries,1488,44,0,12,23,2024
31,Subscriptions,756,24,1,12,24,2024
31,Hobbies,1286,36,2,12,25,2024
32,Entertainment,2309,19,0,1,1,2024
32,Dining,361,31,1,1,2,2024
32,Luxury Items,13203,38,2,1,3,2024
32,Travel,2881,39,3,1,4,2024
32,Groceries,255,36,4,1,5,2024
32,Healthcare,3699,56,5,1,6,2024
32,Education,1518,29,6,1,7,2024
32,Utilities,2256,47,0,1,8,2024
32,Hobbies,773,29,1,1,9,2024
32,Utilities,443,43,2,1,10,2024
32,Subscriptions,856,32,3,1,11,2024
32,Education,8445,27,4,1,12,2024
32,Public Transport,565,26,5,1,13,2024
32,Rent,19508,25,6,1,14,2024
32,Shopping,2381,24,0,1,15,2024
32,Public Transport,722,21,1,1,16,2024
32,Travel,8558,34,2,1,17,2024
32,Entertainment,2322,24,3,1,18,2024
32,Shopping,4223,24,4,1,19,2024
32,Entertainment,2115,19,5,1,20,2024
32,Subscriptions,1325,18,6,1,21,2024
32,Healthcare,3363,21,0,1,22,2024
32,Shopping,1064,24,1,1,23,2024
32,Public Transport,608,25,2,1,24,2024
32,Groceries,973,31,3,1,25,2024
32,Shopping,2827,19,4,1,26,2024
32,Entertainment,523,24,5,1,27,2024
32,Luxury Items,13328,27,6,1,28,2024
32,Shopping,2755,35,0,1,29,2024
32,Public Transport,645,27,1,1,30,2024
32,Public Transport,612,32,2,1,31,2024
32,Entertainment,1473,26,3,2,1,2024
32,Public Transport,963,27,4,2,2,2024
32,Travel,8218,25,5,2,3,2024
32,Entertainment,1748,20,6,2,4,2024
32,Luxury Items,9690,25,0,2,5,2024
32,Utilities,1144,34,1,2,6,2024
32,Luxury Items,15865,31,2,2,7,2024
32,Healthcare,4568,21,3,2,8,2024
32,Subscriptions,1324,34,4,2,9,2024
32,Groceries,535,28,5,2,10,2024
32,Travel,8481,29,6,2,11,2024
32,Subscriptions,448,34,0,2,12,2024
32,Shopping,1306,22,1,2,13,2024
32,Utilities,2868,49,2,2,14,2024
32,Education,9339,29,3,2,15,2024
32,Shopping,1864,27,4,2,16,2024
32,Dining,1470,33,5,2,17,2024
32,Rent,9093,35,6,2,18,2024
32,Dining,1483,33,0,2,19,2024
32,Luxury Items,6293,30,1,2,20,2024
32,Hobbies,2546,25,2,2,21,2024
32,Travel,3495,37,3,2,22,2024
32,Travel,2874,35,4,2,23,2024
32,Travel,8788,30,5,2,24,2024
32,Utilities,1121,26,6,2,25,2024
32,Public Transport,61,38,0,2,26,2024
32,Luxury Items,15955,28,1,2,27,2024
32,Education,1102,20,2,2,28,2024
32,Healthcare,635,25,3,2,29,2024
32,Luxury Items,9344,42,4,3,1,2024
32,Rent,12683,27,5,3,2,2024
32,Shopping,1450,19,6,3,3,2024
32,Subscriptions,1495,34,0,3,4,2024
32,Hobbies,710,36,1,3,5,2024
32,Groceries,853,44,2,3,6,2024
32,Groceries,1074,31,3,3,7,2024
32,Hobbies,1855,32,4,3,8,2024
32,Groceries,592,48,5,3,9,2024
32,Shopping,2137,20,6,3,10,2024
32,Travel,6599,40,0,3,11,2024
32,Healthcare,709,21,1,3,12,2024
32,Subscriptions,726,32,2,3,13,2024
32,Luxury Items,12369,38,3,3,14,2024
32,Public Transport,653,31,4,3,15,2024
32,Entertainment,2286,29,5,3,16,2024
32,Rent,11822,27,6,3,17,2024
32,Shopping,1351,25,0,3,18,2024
32,Luxury Items,12213,28,1,3,19,2024
32,Utilities,461,33,2,3,20,2024
32,Subscriptions,1447,21,3,3,21,2024
32,Shopping,2110,32,4,3,22,2024
